Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,19/03/2019,Kolkata,Mumbai,Morning,Night,2h 10m,non-stop,8193
Air India,29/08/2019,Bangalore,Hyderabad,Afternoon,Evening,3h,non-stop,9303
Air India,02/01/2019,Mumbai,Kolkata,Morning,Morning,3h,non-stop,12854
Air India,19/04/2019,Bangalore,Delhi,Night,Night,2h 30m,2 stops,5551
Air India,07/02/2019,Kolkata,Cochin,Afternoon,Night,2h 30m,non-stop,11135
Air India,04/10/2019,Mumbai,Cochin,Evening,Afternoon,3h,1 stop,12185
Air India,17/02/2019,Chennai,Hyderabad,Evening,Afternoon,2h 30m,non-stop,12740
Air India,04/10/2019,Chennai,Cochin,Night,Night,3h,non-stop,11371
Air India,31/10/2019,Bangalore,Hyderabad,Morning,Evening,1h 45m,1 stop,7614
Air India,16/03/2019,Bangalore,Hyderabad,Night,Night,1h 45m,1 stop,13335
Air India,23/05/2019,Kolkata,Cochin,Night,Evening,2h 10m,1 stop,9542
Air India,04/12/2019,Mumbai,Cochin,Evening,Morning,1h 45m,2 stops,10103
Air India,16/11/2019,Chennai,Cochin,Afternoon,Evening,4h 15m,2 stops,8829
Air India,02/03/2019,Mumbai,Delhi,Afternoon,Morning,3h,2 stops,7641
Air India,16/06/2019,Delhi,Mumbai,Evening,Afternoon,2h 30m,non-stop,8891
Air India,02/04/2019,Chennai,Cochin,Night,Evening,2h 30m,1 stop,13184
Air India,10/05/2019,Bangalore,Delhi,Afternoon,Night,2h 30m,1 stop,10659
Air India,25/11/2019,Delhi,Kolkata,Morning,Night,4h 15m,2 stops,10305
Air India,03/06/2019,Bangalore,Kolkata,Night,Night,4h 15m,2 stops,9335
Air India,05/11/2019,Chennai,Cochin,Morning,Afternoon,4h 15m,1 stop,11235
Air India,16/03/2019,Kolkata,Hyderabad,Evening,Night,4h 15m,non-stop,7140
Air India,26/02/2019,Delhi,Kolkata,Evening,Night,2h 10m,2 stops,12397
Air India,25/05/2019,Bangalore,Cochin,Evening,Night,2h 30m,1 stop,14448
Air India,01/12/2019,Chennai,Hyderabad,Night,Night,2h 30m,1 stop,13078
Air India,08/10/2019,Bangalore,Cochin,Afternoon,Evening,1h 45m,1 stop,7399
Air India,11/04/2019,Kolkata,Hyderabad,Morning,Evening,2h 10m,1 stop,8920
Air India,29/08/2019,Chennai,Mumbai,Evening,Morning,2h 10m,1 stop,4423
Air India,15/07/2019,Mumbai,Delhi,Night,Night,3h,2 stops,7984
Air India,08/04/2019,Bangalore,Delhi,Afternoon,Morning,1h 45m,2 stops,10128
Air India,10/12/2019,Mumbai,Kolkata,Evening,Night,4h 15m,1 stop,6581
Air India,06/07/2019,Chennai,Cochin,Afternoon,Evening,2h 30m,1 stop,3258
Air India,05/03/2019,Bangalore,Mumbai,Afternoon,Evening,1h 45m,1 stop,3980
Air India,14/07/2019,Kolkata,Delhi,Night,Evening,3h,non-stop,5874
Air India,16/07/2019,Bangalore,Mumbai,Night,Afternoon,2h 10m,non-stop,6028
Air India,17/01/2019,Mumbai,Cochin,Night,Morning,2h 10m,non-stop,3209
Air India,18/08/2019,Bangalore,Hyderabad,Afternoon,Evening,2h 30m,2 stops,14777
Air India,22/02/2019,Delhi,Mumbai,Afternoon,Evening,4h 15m,non-stop,8114
Air India,09/08/2019,Chennai,Delhi,Night,Afternoon,2h 10m,2 stops,4558
Air India,06/02/2019,Bangalore,Hyderabad,Night,Morning,3h,2 stops,12264
Air India,28/07/2019,Mumbai,Kolkata,Night,Night,2h 10m,1 stop,11714
Air India,05/01/2019,Kolkata,Delhi,Afternoon,Morning,4h 15m,non-stop,10838
Air India,17/06/2019,Bangalore,Kolkata,Morning,Evening,2h 10m,2 stops,12038
Air India,20/07/2019,Delhi,Cochin,Afternoon,Morning,4h 15m,non-stop,13667
Air India,05/11/2019,Delhi,Kolkata,Evening,Afternoon,2h 30m,1 stop,6740
Air India,03/10/2019,Mumbai,Kolkata,Night,Evening,2h 30m,non-stop,14546
Air India,11/08/2019,Bangalore,Delhi,Morning,Night,3h,1 stop,4429
Air India,31/01/2019,Mumbai,Kolkata,Night,Afternoon,4h 15m,non-stop,6703
Air India,23/02/2019,Bangalore,Cochin,Evening,Afternoon,3h,2 stops,11135
Air India,31/10/2019,Bangalore,Cochin,Morning,Afternoon,2h 30m,1 stop,3447
Air India,12/09/2019,Delhi,Mumbai,Morning,Afternoon,4h 15m,2 stops,8879
Air India,21/12/2019,Bangalore,Mumbai,Night,Morning,3h,1 stop,13054
Air India,03/08/2019,Mumbai,Cochin,Night,Evening,3h,1 stop,10298
Air India,09/03/2019,Kolkata,Hyderabad,Night,Afternoon,3h,non-stop,6709
Air India,04/07/2019,Mumbai,Delhi,Night,Afternoon,3h,non-stop,9378
Air India,05/04/2019,Mumbai,Kolkata,Night,Night,1h 45m,2 stops,6039
Air India,26/07/2019,Chennai,Delhi,Morning,Evening,4h 15m,non-stop,9652
Air India,28/10/2019,Kolkata,Hyderabad,Evening,Night,4h 15m,2 stops,3708
Air India,02/12/2019,Chennai,Hyderabad,Afternoon,Evening,2h 30m,2 stops,7255
Air India,30/10/2019,Mumbai,Kolkata,Morning,Night,2h 10m,non-stop,9628
Air India,26/01/2019,Mumbai,Kolkata,Evening,Evening,4h 15m,non-stop,8358
Air India,05/09/2019,Bangalore,Kolkata,Afternoon,Morning,2h 30m,1 stop,9110
Air India,28/03/2019,Kolkata,Cochin,Evening,Morning,4h 15m,non-stop,3141
Air India,24/08/2019,Chennai,Mumbai,Evening,Night,3h,non-stop,6828
Air India,03/08/2019,Bangalore,Mumbai,Night,Morning,3h,1 stop,4569
Air India,22/05/2019,Mumbai,Delhi,Night,Night,2h 30m,2 stops,9309
Air India,21/11/2019,Kolkata,Mumbai,Night,Afternoon,4h 15m,2 stops,4451
Air India,08/10/2019,Chennai,Hyderabad,Evening,Morning,4h 15m,non-stop,5250
Air India,01/09/2019,Delhi,Cochin,Afternoon,Night,1h 45m,2 stops,6144
Air India,22/07/2019,Chennai,Hyderabad,Night,Afternoon,2h 10m,2 stops,3544
Air India,17/03/2019,Chennai,Kolkata,Morning,Afternoon,2h 30m,non-stop,13285
Air India,05/04/2019,Delhi,Mumbai,Morning,Morning,3h,1 stop,11663
Air India,04/12/2019,Chennai,Kolkata,Morning,Evening,2h 10m,2 stops,14493
Air India,09/08/2019,Delhi,Hyderabad,Night,Morning,4h 15m,non-stop,10988
Air India,06/03/2019,Mumbai,Cochin,Afternoon,Evening,2h 30m,2 stops,14008
Air India,14/10/2019,Chennai,Mumbai,Morning,Morning,2h 30m,non-stop,14012
Air India,17/02/2019,Mumbai,Cochin,Morning,Morning,1h 45m,non-stop,12208
Air India,11/04/2019,Kolkata,Hyderabad,Night,Evening,2h 10m,non-stop,9596
Air India,26/12/2019,Chennai,Kolkata,Night,Evening,2h 30m,2 stops,6475
Air India,15/02/2019,Mumbai,Hyderabad,Afternoon,Night,2h 10m,1 stop,8084
Air India,08/11/2019,Mumbai,Delhi,Morning,Morning,2h 10m,1 stop,10669
Air India,04/11/2019,Kolkata,Delhi,Night,Evening,1h 45m,non-stop,9884
Air India,15/08/2019,Mumbai,Delhi,Afternoon,Afternoon,3h,non-stop,6922
Air India,17/08/2019,Kolkata,Cochin,Morning,Afternoon,1h 45m,non-stop,9469
Air India,26/11/2019,Delhi,Hyderabad,Morning,Evening,3h,2 stops,4590
Air India,28/08/2019,Bangalore,Mumbai,Night,Morning,2h 10m,1 stop,13485
Air India,29/03/2019,Bangalore,Kolkata,Morning,Evening,2h 10m,non-stop,12988
Air India,14/10/2019,Kolkata,Delhi,Night,Night,3h,2 stops,7442
Air India,21/03/2019,Mumbai,Hyderabad,Night,Evening,4h 15m,non-stop,7620
Air India,15/09/2019,Bangalore,Mumbai,Night,Evening,1h 45m,1 stop,3028
Air India,10/06/2019,Bangalore,Hyderabad,Afternoon,Night,2h 10m,2 stops,6387
Air India,21/01/2019,Mumbai,Hyderabad,Night,Evening,1h 45m,1 stop,9173
Air India,20/06/2019,Mumbai,Delhi,Evening,Afternoon,1h 45m,1 stop,11918
Air India,12/01/2019,Kolkata,Mumbai,Morning,Evening,3h,2 stops,4877
Air India,05/06/2019,Bangalore,Delhi,Night,Night,2h 30m,non-stop,7071
Air India,20/01/2019,Bangalore,Cochin,Night,Night,3h,1 stop,3934
Air India,05/11/2019,Chennai,Mumbai,Evening,Evening,3h,2 stops,5749
Air India,13/08/2019,Kolkata,Mumbai,Evening,Afternoon,3h,1 stop,9851
Air India,31/03/2019,Chennai,Mumbai,Afternoon,Night,1h 45m,non-stop,13531
Air India,30/08/2019,Kolkata,Delhi,Morning,Afternoon,4h 15m,non-stop,14541
Air India,10/02/2019,Kolkata,Delhi,Evening,Afternoon,2h 10m,non-stop,9897
Air India,03/11/2019,Bangalore,Kolkata,Night,Morning,4h 15m,non-stop,3503
Air India,07/02/2019,Kolkata,Hyderabad,Morning,Afternoon,4h 15m,non-stop,10869
Air India,06/02/2019,Bangalore,Cochin,Afternoon,Morning,2h 10m,2 stops,13292
Air India,09/05/2019,Mumbai,Hyderabad,Afternoon,Evening,2h 30m,non-stop,9613
Air India,07/08/2019,Bangalore,Hyderabad,Afternoon,Morning,4h 15m,non-stop,14585
Air India,03/07/2019,Mumbai,Hyderabad,Afternoon,Evening,4h 15m,non-stop,8565
Air India,15/10/2019,Kolkata,Hyderabad,Afternoon,Afternoon,2h 10m,1 stop,4049
Air India,16/08/2019,Mumbai,Hyderabad,Afternoon,Afternoon,2h 30m,non-stop,6623
Air India,04/08/2019,Delhi,Cochin,Evening,Evening,2h 10m,non-stop,8054
Air India,11/09/2019,Mumbai,Hyderabad,Morning,Afternoon,1h 45m,2 stops,10827
Air India,27/08/2019,Mumbai,Delhi,Evening,Evening,1h 45m,2 stops,13023
Air India,13/01/2019,Kolkata,Delhi,Afternoon,Evening,2h 10m,1 stop,9550
Air India,10/09/2019,Chennai,Hyderabad,Afternoon,Morning,2h 10m,non-stop,9367
Air India,17/05/2019,Chennai,Cochin,Morning,Afternoon,4h 15m,non-stop,10746
Air India,11/03/2019,Mumbai,Hyderabad,Night,Morning,2h 10m,1 stop,14901
Air India,01/05/2019,Mumbai,Kolkata,Afternoon,Afternoon,3h,2 stops,5400
Air India,28/10/2019,Chennai,Hyderabad,Morning,Evening,3h,1 stop,10661
Air India,23/06/2019,Chennai,Mumbai,Morning,Afternoon,2h 30m,1 stop,11501
Air India,16/04/2019,Mumbai,Hyderabad,Evening,Afternoon,1h 45m,1 stop,14198
Air India,14/05/2019,Mumbai,Kolkata,Night,Afternoon,1h 45m,non-stop,11547
Air India,02/07/2019,Chennai,Cochin,Night,Afternoon,1h 45m,non-stop,11769
Air India,13/07/2019,Delhi,Mumbai,Evening,Morning,2h 10m,1 stop,14409
Air India,27/09/2019,Chennai,Hyderabad,Afternoon,Morning,2h 30m,non-stop,4362
Air India,26/01/2019,Mumbai,Cochin,Afternoon,Night,1h 45m,1 stop,13945
Air India,03/02/2019,Delhi,Kolkata,Night,Evening,2h 10m,1 stop,5491
Air India,19/12/2019,Mumbai,Delhi,Evening,Afternoon,4h 15m,1 stop,3906
Air India,31/05/2019,Delhi,Mumbai,Afternoon,Evening,2h 30m,2 stops,12981
Air India,13/03/2019,Delhi,Hyderabad,Morning,Afternoon,4h 15m,2 stops,5952
Air India,03/05/2019,Mumbai,Kolkata,Afternoon,Night,2h 10m,1 stop,7727
Air India,21/04/2019,Delhi,Hyderabad,Afternoon,Afternoon,3h,non-stop,10646
Air India,16/07/2019,Bangalore,Kolkata,Afternoon,Afternoon,2h 30m,non-stop,6420
Air India,24/09/2019,Delhi,Kolkata,Afternoon,Night,2h 30m,non-stop,4837
Air India,04/07/2019,Bangalore,Kolkata,Night,Night,2h 30m,1 stop,13767
Air India,09/02/2019,Delhi,Hyderabad,Morning,Evening,4h 15m,2 stops,8911
Air India,02/07/2019,Kolkata,Hyderabad,Night,Afternoon,2h 10m,2 stops,14374
Air India,16/08/2019,Bangalore,Kolkata,Afternoon,Evening,4h 15m,non-stop,11027
Air India,26/01/2019,Kolkata,Cochin,Morning,Night,2h 10m,2 stops,14253
Air India,12/08/2019,Kolkata,Cochin,Morning,Evening,2h 10m,2 stops,3505
Air India,20/04/2019,Delhi,Hyderabad,Afternoon,Morning,2h 30m,1 stop,13506
Air India,28/07/2019,Delhi,Hyderabad,Morning,Night,1h 45m,2 stops,12761
Air India,23/12/2019,Kolkata,Hyderabad,Morning,Morning,1h 45m,non-stop,10476
Air India,28/12/2019,Chennai,Cochin,Morning,Morning,1h 45m,2 stops,3101
Air India,07/01/2019,Chennai,Delhi,Night,Night,1h 45m,1 stop,13115
Air India,26/09/2019,Bangalore,Hyderabad,Evening,Night,4h 15m,2 stops,4523
Air India,20/05/2019,Mumbai,Hyderabad,Night,Afternoon,2h 10m,non-stop,6062
Air India,13/03/2019,Kolkata,Hyderabad,Evening,Night,2h 30m,1 stop,8516
Air India,17/10/2019,Chennai,Cochin,Morning,Night,3h,2 stops,5441
Air India,31/01/2019,Mumbai,Delhi,Night,Night,4h 15m,non-stop,12540
Air India,05/02/2019,Chennai,Mumbai,Evening,Morning,2h 10m,non-stop,5739
Air India,18/09/2019,Delhi,Cochin,Evening,Evening,2h 10m,1 stop,14489
Air India,05/04/2019,Bangalore,Cochin,Evening,Morning,4h 15m,1 stop,13407
Air India,03/11/2019,Kolkata,Hyderabad,Afternoon,Night,1h 45m,non-stop,11000
Air India,07/07/2019,Bangalore,Kolkata,Evening,Afternoon,4h 15m,1 stop,13530
Air India,30/11/2019,Kolkata,Cochin,Afternoon,Morning,3h,2 stops,4013
Air India,26/04/2019,Kolkata,Delhi,Morning,Night,1h 45m,2 stops,6627
Air India,28/02/2019,Chennai,Kolkata,Evening,Morning,2h 10m,non-stop,10324
Air India,17/05/2019,Kolkata,Hyderabad,Afternoon,Night,4h 15m,2 stops,4398
Air India,19/10/2019,Delhi,Cochin,Morning,Morning,1h 45m,non-stop,11359
Air India,17/07/2019,Delhi,Cochin,Morning,Morning,3h,1 stop,8237
Air India,11/07/2019,Delhi,Cochin,Afternoon,Afternoon,2h 10m,2 stops,12691
Air India,02/02/2019,Bangalore,Mumbai,Evening,Morning,2h 10m,1 stop,11947
Air India,17/05/2019,Mumbai,Delhi,Night,Night,1h 45m,1 stop,8805
Air India,08/10/2019,Kolkata,Delhi,Afternoon,Morning,3h,non-stop,6097
Air India,19/07/2019,Chennai,Delhi,Evening,Evening,3h,non-stop,4692
Air India,02/10/2019,Kolkata,Mumbai,Evening,Afternoon,3h,2 stops,7889
Air India,15/09/2019,Delhi,Hyderabad,Afternoon,Afternoon,4h 15m,1 stop,4295
Air India,25/06/2019,Chennai,Kolkata,Morning,Afternoon,1h 45m,2 stops,13787
Air India,31/05/2019,Chennai,Hyderabad,Night,Evening,2h 10m,1 stop,14686
Air India,28/02/2019,Delhi,Mumbai,Evening,Night,4h 15m,non-stop,12039
Air India,30/11/2019,Kolkata,Delhi,Morning,Afternoon,1h 45m,non-stop,7377
Air India,16/01/2019,Delhi,Cochin,Night,Night,1h 45m,2 stops,8653
Air India,15/06/2019,Delhi,Mumbai,Afternoon,Afternoon,1h 45m,2 stops,11470
Air India,17/03/2019,Kolkata,Hyderabad,Night,Night,1h 45m,non-stop,6743
Air India,06/11/2019,Chennai,Delhi,Morning,Morning,2h 10m,non-stop,10203
Air India,01/12/2019,Delhi,Hyderabad,Evening,Night,4h 15m,2 stops,9610
Air India,24/09/2019,Bangalore,Hyderabad,Afternoon,Morning,3h,1 stop,5098
Air India,28/08/2019,Delhi,Mumbai,Afternoon,Afternoon,2h 10m,1 stop,7774
Air India,03/10/2019,Mumbai,Kolkata,Evening,Night,3h,non-stop,10633
Air India,30/09/2019,Kolkata,Cochin,Morning,Morning,2h 30m,1 stop,5075
Air India,21/08/2019,Mumbai,Hyderabad,Night,Afternoon,2h 30m,non-stop,6948
Air India,10/03/2019,Delhi,Cochin,Morning,Afternoon,4h 15m,non-stop,6161
Air India,08/04/2019,Delhi,Kolkata,Night,Evening,4h 15m,2 stops,9940
Air India,25/12/2019,Kolkata,Cochin,Afternoon,Night,2h 30m,2 stops,7597
Air India,11/03/2019,Chennai,Kolkata,Afternoon,Night,2h 10m,1 stop,5631
Air India,24/12/2019,Mumbai,Kolkata,Afternoon,Morning,2h 30m,2 stops,10589
Air India,28/10/2019,Delhi,Hyderabad,Evening,Night,1h 45m,2 stops,5083
Air India,02/08/2019,Chennai,Kolkata,Night,Afternoon,2h 30m,1 stop,9785
Air India,12/04/2019,Kolkata,Hyderabad,Night,Night,2h 30m,non-stop,8739
Air India,20/02/2019,Chennai,Cochin,Morning,Evening,2h 30m,non-stop,9346
Air India,25/06/2019,Mumbai,Hyderabad,Evening,Afternoon,3h,non-stop,8913
Air India,06/12/2019,Chennai,Delhi,Afternoon,Morning,2h 30m,1 stop,13037
Air India,26/12/2019,Mumbai,Delhi,Morning,Night,2h 10m,2 stops,13471
Air India,13/01/2019,Kolkata,Cochin,Afternoon,Morning,4h 15m,non-stop,12082
Air India,03/12/2019,Chennai,Mumbai,Morning,Morning,3h,2 stops,7871
Air India,29/09/2019,Mumbai,Hyderabad,Morning,Night,4h 15m,2 stops,9573
Air India,04/03/2019,Chennai,Delhi,Afternoon,Afternoon,2h 10m,1 stop,4644
Air India,17/12/2019,Kolkata,Delhi,Evening,Morning,2h 10m,1 stop,4182
Air India,26/10/2019,Chennai,Mumbai,Night,Evening,1h 45m,1 stop,8049
Air India,19/09/2019,Chennai,Cochin,Morning,Morning,2h 30m,1 stop,14560
Air India,30/04/2019,Mumbai,Hyderabad,Afternoon,Afternoon,2h 30m,non-stop,8409
Air India,10/05/2019,Kolkata,Mumbai,Night,Evening,2h 30m,1 stop,7676
Air India,04/05/2019,Kolkata,Hyderabad,Evening,Evening,2h 30m,1 stop,6162
Air India,09/05/2019,Bangalore,Kolkata,Evening,Morning,1h 45m,1 stop,4399
Air India,10/07/2019,Bangalore,Mumbai,Morning,Morning,2h 10m,2 stops,11884
Air India,04/11/2019,Chennai,Kolkata,Afternoon,Evening,4h 15m,1 stop,5686
Air India,07/07/2019,Mumbai,Hyderabad,Afternoon,Evening,2h 30m,non-stop,12026
Air India,29/03/2019,Kolkata,Hyderabad,Afternoon,Morning,2h 10m,2 stops,8934
Air India,23/02/2019,Kolkata,Mumbai,Morning,Morning,4h 15m,non-stop,12927
Air India,18/05/2019,Mumbai,Hyderabad,Afternoon,Evening,1h 45m,2 stops,5354
Air India,17/09/2019,Chennai,Cochin,Night,Night,4h 15m,non-stop,14610
Air India,20/06/2019,Chennai,Hyderabad,Night,Night,1h 45m,1 stop,14979
Air India,21/08/2019,Bangalore,Kolkata,Evening,Night,2h 10m,2 stops,5235
Air India,21/01/2019,Delhi,Hyderabad,Evening,Morning,1h 45m,non-stop,6622
Air India,17/12/2019,Mumbai,Kolkata,Afternoon,Evening,3h,1 stop,11039
Air India,18/12/2019,Chennai,Delhi,Evening,Afternoon,2h 30m,non-stop,13506
Air India,23/09/2019,Chennai,Delhi,Morning,Night,1h 45m,non-stop,12935
Air India,18/10/2019,Bangalore,Mumbai,Morning,Morning,4h 15m,non-stop,11851
Air India,21/06/2019,Mumbai,Hyderabad,Morning,Night,2h 30m,non-stop,5890
Air India,14/07/2019,Kolkata,Cochin,Evening,Afternoon,4h 15m,non-stop,8470
Air India,28/01/2019,Chennai,Mumbai,Evening,Morning,2h 10m,1 stop,13547
Air India,11/08/2019,Kolkata,Mumbai,Afternoon,Night,4h 15m,non-stop,3466
Air India,14/10/2019,Kolkata,Mumbai,Afternoon,Night,2h 30m,non-stop,10653
Air India,26/12/2019,Bangalore,Mumbai,Afternoon,Evening,4h 15m,2 stops,13448
Air India,14/08/2019,Delhi,Kolkata,Evening,Afternoon,2h 10m,1 stop,3898
Air India,18/08/2019,Bangalore,Hyderabad,Night,Morning,2h 30m,1 stop,8607
Air India,16/03/2019,Mumbai,Kolkata,Evening,Evening,2h 30m,non-stop,5965
Air India,24/06/2019,Mumbai,Delhi,Afternoon,Evening,2h 10m,1 stop,12898
Air India,05/12/2019,Delhi,Cochin,Afternoon,Morning,2h 10m,2 stops,8788
Air India,13/04/2019,Mumbai,Kolkata,Afternoon,Morning,3h,non-stop,10028
Air India,13/02/2019,Kolkata,Cochin,Afternoon,Night,3h,2 stops,14154
Air India,16/05/2019,Delhi,Mumbai,Evening,Night,2h 10m,non-stop,11941
Air India,10/06/2019,Delhi,Mumbai,Morning,Night,2h 10m,non-stop,5895
Air India,15/07/2019,Bangalore,Delhi,Night,Night,4h 15m,2 stops,7768
Air India,03/02/2019,Chennai,Mumbai,Morning,Morning,2h 30m,non-stop,13856
Air India,22/02/2019,Kolkata,Mumbai,Night,Morning,2h 30m,non-stop,3981
Air India,03/04/2019,Mumbai,Hyderabad,Evening,Evening,2h 10m,1 stop,4635
Air India,14/01/2019,Chennai,Kolkata,Night,Afternoon,1h 45m,1 stop,11532
Air India,12/05/2019,Bangalore,Delhi,Evening,Evening,4h 15m,1 stop,10494
Air India,01/10/2019,Bangalore,Hyderabad,Morning,Morning,2h 30m,non-stop,7997
Air India,01/07/2019,Chennai,Hyderabad,Afternoon,Evening,4h 15m,non-stop,5129
Air India,27/05/2019,Delhi,Hyderabad,Night,Afternoon,3h,1 stop,3228
Air India,20/02/2019,Mumbai,Kolkata,Evening,Afternoon,1h 45m,1 stop,6760
Air India,03/04/2019,Kolkata,Delhi,Afternoon,Evening,2h 30m,2 stops,11110
Air India,13/09/2019,Bangalore,Mumbai,Morning,Afternoon,1h 45m,1 stop,4680
Air India,10/12/2019,Mumbai,Cochin,Morning,Evening,2h 30m,2 stops,7577
Air India,20/09/2019,Mumbai,Kolkata,Afternoon,Night,2h 30m,1 stop,14305
Air India,05/07/2019,Delhi,Hyderabad,Night,Evening,2h 10m,non-stop,9030
Air India,06/09/2019,Mumbai,Kolkata,Afternoon,Evening,1h 45m,1 stop,8575
Air India,21/06/2019,Bangalore,Kolkata,Evening,Afternoon,2h 10m,2 stops,10935
Air India,16/04/2019,Kolkata,Hyderabad,Night,Night,3h,2 stops,11261
Air India,14/02/2019,Kolkata,Hyderabad,Night,Afternoon,1h 45m,2 stops,14751
Air India,11/01/2019,Delhi,Mumbai,Afternoon,Night,2h 10m,2 stops,5887
Air India,05/09/2019,Delhi,Hyderabad,Morning,Afternoon,1h 45m,2 stops,7667
Air India,06/09/2019,Bangalore,Cochin,Afternoon,Night,3h,1 stop,12021
Air India,11/04/2019,Mumbai,Delhi,Morning,Evening,1h 45m,2 stops,6873
Air India,31/08/2019,Bangalore,Hyderabad,Morning,Afternoon,2h 10m,1 stop,5240
Air India,07/03/2019,Delhi,Mumbai,Morning,Morning,1h 45m,non-stop,5659
Air India,18/08/2019,Delhi,Mumbai,Night,Morning,1h 45m,1 stop,9032
Air India,01/09/2019,Bangalore,Delhi,Evening,Afternoon,3h,2 stops,12131
Air India,27/04/2019,Kolkata,Hyderabad,Evening,Night,4h 15m,non-stop,4944
Air India,12/11/2019,Chennai,Kolkata,Afternoon,Morning,2h 30m,1 stop,3150
Air India,26/03/2019,Delhi,Mumbai,Evening,Afternoon,2h 10m,non-stop,8407
Air India,07/12/2019,Bangalore,Mumbai,Evening,Evening,2h 10m,2 stops,7294
Air India,27/06/2019,Kolkata,Hyderabad,Morning,Evening,1h 45m,1 stop,13102
Air India,31/05/2019,Mumbai,Cochin,Night,Afternoon,2h 10m,non-stop,5311
Air India,26/03/2019,Mumbai,Cochin,Afternoon,Night,2h 30m,2 stops,3991
Air India,14/07/2019,Mumbai,Delhi,Morning,Afternoon,2h 30m,non-stop,9116
Air India,12/12/2019,Kolkata,Hyderabad,Evening,Night,3h,2 stops,12369
Air India,29/07/2019,Kolkata,Delhi,Evening,Night,2h 10m,1 stop,13560
Air India,24/11/2019,Delhi,Mumbai,Afternoon,Evening,2h 10m,2 stops,8847
Air India,10/05/2019,Bangalore,Kolkata,Night,Night,2h 30m,non-stop,4944
Air India,31/05/2019,Chennai,Mumbai,Afternoon,Afternoon,3h,non-stop,3604
Air India,17/05/2019,Bangalore,Cochin,Afternoon,Evening,2h 10m,1 stop,14294
Air India,01/02/2019,Chennai,Mumbai,Morning,Morning,1h 45m,2 stops,8579
Air India,01/01/2019,Mumbai,Delhi,Night,Evening,2h 10m,2 stops,3439
Air India,21/07/2019,Delhi,Hyderabad,Evening,Evening,1h 45m,1 stop,3861
Air India,23/08/2019,Chennai,Hyderabad,Night,Morning,2h 10m,non-stop,10155
Air India,14/09/2019,Kolkata,Delhi,Evening,Morning,1h 45m,1 stop,7987
Air India,08/07/2019,Bangalore,Delhi,Night,Afternoon,1h 45m,1 stop,4314
Air India,21/02/2019,Kolkata,Delhi,Evening,Afternoon,3h,1 stop,6121
Air India,27/11/2019,Mumbai,Hyderabad,Night,Morning,2h 10m,non-stop,10615
Air India,11/03/2019,Kolkata,Cochin,Night,Evening,3h,2 stops,11979
Air India,21/07/2019,Chennai,Mumbai,Night,Afternoon,2h 30m,2 stops,5701
Air India,26/06/2019,Chennai,Mumbai,Afternoon,Morning,2h 30m,1 stop,7644
Air India,14/02/2019,Delhi,Cochin,Night,Afternoon,3h,1 stop,12207
Air India,19/10/2019,Mumbai,Kolkata,Afternoon,Night,1h 45m,2 stops,14400
Air India,02/12/2019,Kolkata,Mumbai,Evening,Evening,2h 10m,1 stop,14281
Air India,30/11/2019,Chennai,Cochin,Afternoon,Evening,4h 15m,1 stop,9040
Air India,09/06/2019,Bangalore,Mumbai,Afternoon,Evening,3h,2 stops,12888
Air India,30/09/2019,Bangalore,Cochin,Evening,Afternoon,3h,non-stop,9402
Air India,07/08/2019,Mumbai,Delhi,Evening,Night,1h 45m,1 stop,7866
Air India,14/01/2019,Mumbai,Kolkata,Night,Evening,1h 45m,2 stops,10304
Air India,08/04/2019,Delhi,Hyderabad,Evening,Evening,4h 15m,non-stop,9101
Air India,07/08/2019,Bangalore,Kolkata,Night,Night,1h 45m,2 stops,12861
Air India,29/01/2019,Mumbai,Kolkata,Night,Afternoon,2h 10m,1 stop,13858
Air India,13/03/2019,Bangalore,Mumbai,Morning,Night,1h 45m,2 stops,10636
Air India,25/07/2019,Kolkata,Mumbai,Evening,Afternoon,2h 30m,non-stop,3791
Air India,28/09/2019,Kolkata,Cochin,Morning,Night,3h,non-stop,9840
Air India,13/07/2019,Mumbai,Delhi,Morning,Morning,2h 10m,2 stops,9651
Air India,06/08/2019,Mumbai,Cochin,Night,Morning,1h 45m,2 stops,3176
Air India,17/06/2019,Bangalore,Mumbai,Morning,Night,3h,2 stops,8795
Air India,26/04/2019,Delhi,Mumbai,Evening,Morning,4h 15m,non-stop,9762
Air India,10/09/2019,Kolkata,Mumbai,Morning,Evening,2h 30m,non-stop,4432
Air India,29/10/2019,Delhi,Kolkata,Morning,Night,1h 45m,non-stop,6920
Air India,27/02/2019,Delhi,Hyderabad,Morning,Morning,2h 30m,non-stop,3320
Air India,06/08/2019,Bangalore,Hyderabad,Afternoon,Night,2h 10m,1 stop,10246
Air India,03/02/2019,Chennai,Mumbai,Night,Afternoon,4h 15m,non-stop,10242
Air India,27/07/2019,Mumbai,Hyderabad,Afternoon,Afternoon,2h 30m,2 stops,14823
Air India,19/09/2019,Chennai,Delhi,Afternoon,Night,1h 45m,2 stops,13225
